,Price,Adress,Total Finished Area:,Bedrooms:,Bathrooms:,Architectural Style:,Association Fee Includes:,Built in:,Condo Fees:,Construction Materials:,Cooling:,Exterior Features:,Fireplace Features:,Floor Space (approx):,Flooring:,Foundation Details:,Heating:,Interior Features:,Levels:,Parking Features:,Roof:,Zoning:,Lot Size:,Utilities:,Water Source:,Sewer:,Air Conditioning:,Pool:,Irregular:,Waterfront Features:,Garage:,Style:,Building Type:,Amenities:,Exterior Finish:,Fireplace:,Heating Type:,Cooling Type:,OwnershipType:,Property Type:,Features:,No. of Parking Spaces:
48,"$759,999","107 Cranbrook Place SE, Calgary, AB, T3M 1S4",2307.00,3+0,2+1,2 Storey,,2013,,"Composite Siding, Stone, Wood Frame",Central Air,Private Yard,Gas,2307.00 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Forced Air, Natural Gas","Bathroom Rough-in, Ceiling Fan(s), High Ceilings, Kitchen Island, No Smoking Home, Open Floorplan",Two,Double Garage Attached,Asphalt Shingle,R-1s,4359.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
49,"$365,000","107 New Brighton Villas SE, Calgary, AB, T2Z 0T5",1111.00,2+0,2+1,2 Storey,"Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash",2010,$213 Monthly,Vinyl Siding,None,Other,"Electric, Living Room, Mantle, Tile",1111.00 Square Feet,"Hardwood, Tile",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Chandelier, Closet Organizers, Kitchen Island, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,M-1 d75,,,,,,,,,,,,,,,,,,,,
50,"$595,000","107 Silver Ridge Rise NW, Calgary, AB, T3B 4P6",1207.00,3+0,1+2,Bi-Level,,1976,,"Brick, Vinyl Siding, Wood Frame",None,Fire Pit,Wood Burning,1207.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Central Vacuum, Crown Molding, No Smoking Home",One,"Additional Parking, Concrete Driveway, Double Garage Attached, RV Access/Parking",Asphalt Shingle,R-C1,5457.00 Square Feet,,,,,Yes,,,,,,,,,,,,,,
51,"$599,900","107 Thomson Avenue NE, Calgary, AB, T2E 2W2",721.85,1+1,1+0,Bungalow,,1913,,"Wood Frame, Wood Siding",Central Air,Private Yard,,721.85 Square Feet,"Carpet, Hardwood, Laminate, Tile",Poured Concrete,"High Efficiency, Forced Air, Natural Gas","Built-in Features, Chandelier, Low Flow Plumbing Fixtures, See Remarks, Storage",One,Single Garage Detached,Asphalt Shingle,R-C2,2927.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
52,"$625,000","10704 Maplecrest Road SE, Calgary, AB, T2J 1X9",1385.00,3+0,2+1,4 Level Split,,1967,,"Brick, Vinyl Siding, Wood Frame",Central Air,Garden,"Brick Facing, Family Room, Gas",1385.00 Square Feet,"Carpet, Hardwood, Linoleum",Poured Concrete,"Forced Air, Natural Gas","Built-in Features, Ceiling Fan(s), Granite Counters, Wet Bar",4 Level Split,Double Garage Detached,Asphalt Shingle,R-C1,5586.00 Square Feet,,,,Yes,,Yes,,,,,,,,,,,,,
53,"$594,900","1072 Cranston Drive SE, Calgary, AB, T3M 1A4",1550.03,3+0,2+2,2 Storey,,2000,,"Vinyl Siding, Wood Frame",None,Storage,Gas,1550.03 Square Feet,"Carpet, Laminate, Tile, Vinyl",Poured Concrete,"Fireplace(s), Forced Air, Natural Gas",Crown Molding,Two,Double Garage Attached,Asphalt Shingle,R-1N,4079.00 Square Feet,,,,,,,,,,,,,,,,,,,
54,"$245,000","108-2 Hemlock Crescent SW, Calgary, AB, T3C 2Z1",548.17,1+0,1+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2008,$330 Monthly,"Brick, Stucco, Wood Frame",None,None,Gas,548.17 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,"Fireplace(s), Natural Gas","Breakfast Bar, No Animal Home, No Smoking Home, Open Floorplan",Single Level Unit,"Stall, Underground",,M-C2 d142,,,,,,,,,,,,,,,,,,,,
55,"$279,900","108-6440 4 Street NW, Calgary, AB, T2K 1B8",1018.00,3+0,1+1,2 Storey,Amenities of HOA/Condo,1969,$318 Monthly,"Stucco, Vinyl Siding",None,None,,1018.00 Square Feet,Laminate,Poured Concrete,Forced Air,,Two,Stall,Asphalt Shingle,M-C1,,,,,,,,,,,,,,,,,,,,
56,"$444,500","108 Copperstone Cove SE, Calgary, AB, T2Z 0L5",1809.75,3+0,2+1,3 Storey,"Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash",2007,$385 Monthly,"Vinyl Siding, Wood Frame",None,None,Gas,1809.75 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,Forced Air,"Central Vacuum, Granite Counters, High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Pantry, Walk-In Closet(s)",Three Or More,"Double Garage Attached, Driveway",Asphalt Shingle,M-G d44,1743.00 Square Feet,,,,,,,,,,,,,,,,,,,
57,"$524,900","109 Mckenzie Lake Gardens SE, Calgary, AB, T2Z 3E7",1320.26,2+1,2+1,Bungalow,"Professional Management, Reserve Fund Contributions, Snow Removal",1997,$507 Monthly,"Stucco, Wood Frame",Central Air,Other,"Electric, Family Room, Gas, Living Room",1320.26 Square Feet,"Carpet, Ceramic Tile, Hardwood, Linoleum",Poured Concrete,Forced Air,"Double Vanity, Granite Counters, Pantry, See Remarks, Storage, Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar",One,Double Garage Attached,Asphalt Shingle,R-C1,4090.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
58,"$849,888","109 Panatella Green NW, Calgary, AB, T3K 0M6",2522.90,4+0,2+1,2 Storey,,2011,,"Manufactured Floor Joist, Stucco, Vinyl Siding, Wood Frame",None,"Dog Run, Private Yard","Gas, Glass Doors, Living Room, Mantle",2522.90 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Forced Air,"Closet Organizers, Granite Counters, No Animal Home, No Smoking Home",Two,"Concrete Driveway, Double Garage Attached, Garage Door Opener, Insulated",Asphalt Shingle,R-1,4833.00 Square Feet,,,,,,,Pond,,,,,,,,,,,,
59,"$1,535,000","109 Rock Lake Heights NW, Calgary, AB, T3G 0G3",2825.00,4+1,3+1,2 Storey,,2019,,"Stone, Stucco, Wood Frame",Central Air,Private Yard,"Gas, Great Room",2825.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"In Floor, Forced Air, Natural Gas","Bookcases, Built-in Features, Chandelier, Closet Organizers, Double Vanity, French Door, High Ceilings, Kitchen Island, Open Floorplan, Soaking Tub, Storage, Walk-In Closet(s), Wet Bar",Two,"Garage Faces Front, Heated Garage, Tandem",Asphalt Shingle,R-C1,5048.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
60,"$990,000","10908 Fairmount Drive SE, Calgary, AB, T2J 0T1",1837.26,4+0,2+2,2 Storey,,1968,,"Stone, Stucco",None,"Lighting, Private Yard","Gas, See Remarks, Stone, Wood Burning",1837.26 Square Feet,"Ceramic Tile, Hardwood, Laminate, Other, See Remarks",Poured Concrete,"Forced Air, Natural Gas, See Remarks, Wood","Built-in Features, Crown Molding, Jetted Tub, Kitchen Island, No Smoking Home, Open Floorplan, See Remarks, Stone Counters, Tankless Hot Water, Wet Bar, Wired for Sound",Two,"Double Garage Attached, Garage Faces Front, Insulated, See Remarks",Asphalt Shingle,R-C1,11129.00 Square Feet,,,,,,,,,,,,,,,,,,,
61,"$574,900","11-10 Point Drive NW, Calgary, AB, T3B 4W2",1235.00,2+0,1+1,4 Level Split,"Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash",1980,$428 Monthly,Wood Frame,None,Other,Wood Burning,1235.00 Square Feet,Ceramic Tile,Poured Concrete,Forced Air,"Built-in Features, Recessed Lighting",4 Level Split,Single Garage Attached,Asphalt Shingle,DC (pre 1P2007),,,,,,,,,,,,,,,,,,,,
62,"$599,000","11 Citadel Acres Place NW, Calgary, AB, T3G 5A8",1250.00,3+1,2+1,2 Storey,,2001,,Vinyl Siding,Central Air,"Built-in Barbecue, Fire Pit, Lighting, Outdoor Kitchen",,1250.00 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,Forced Air,"Built-in Features, Central Vacuum, Closet Organizers, Kitchen Island, No Smoking Home, Open Floorplan, Pantry",Two,"Alley Access, Double Garage Detached, Heated Garage, Off Street, Oversized",Asphalt Shingle,R-C1N,4402.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
63,"$639,900","11 Copperpond Manor SE, Calgary, AB, T2Z 0R2",1976.00,3+1,3+1,2 Storey,,2010,,"Vinyl Siding, Wood Frame",Central Air,"Other, Private Yard",Gas,1976.00 Square Feet,"Carpet, Hardwood, Laminate, Tile",Poured Concrete,"Forced Air, Natural Gas","Bar, Granite Counters, Kitchen Island, No Smoking Home, Open Floorplan, Pantry, Vaulted Ceiling(s), Walk-In Closet(s), Wired for Sound",Two,Double Garage Attached,Asphalt Shingle,R-1N,5188.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
64,"$975,000","11 Royal Ridge Terrace NW, Calgary, AB, T3G 5Y9",2664.00,3+1,3+1,2 Storey,,2004,,"Brick, Stucco, Wood Frame",Central Air,Other,Gas,2664.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Central,"Breakfast Bar, Built-in Features, Closet Organizers, Granite Counters, High Ceilings, Walk-In Closet(s), Wired for Sound",Two,Double Garage Attached,Cedar Shake,R-C1,5823.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
65,"$599,999","110-1632 20 Avenue NW, Calgary, AB, T2M 1G8",1784.00,3+0,2+1,Townhouse,"Common Area Maintenance, Insurance, Reserve Fund Contributions, Snow Removal",2018,$350 Monthly,"Stucco, Vinyl Siding, Wood Frame",None,"Other, Private Yard",,1784.00 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Chandelier, French Door, Granite Counters, Kitchen Island, No Animal Home, No Smoking Home, Storage, Tray Ceiling(s)",Three Or More,Parkade,Asphalt,M-CG d72,,,,,,,,,,,,,,,,,,,,
66,"$274,900","110-78 Prestwick Gardens SE, Calgary, AB, T2Z 3V2",970.00,2+0,2+0,Apartment,"Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Security, Sewer, Snow Removal, Trash, Water",1999,$653 Monthly,"Brick, Vinyl Siding, Wood Frame",None,"Courtyard, Lighting","Gas, Living Room, Mantle, Tile",970.00 Square Feet,"Carpet, Ceramic Tile, Laminate, Linoleum",Poured Concrete,"Boiler, In Floor, Natural Gas","Ceiling Fan(s), Chandelier, Crown Molding, High Ceilings, Open Floorplan, Storage, Track Lighting, Walk-In Closet(s)",Single Level Unit,"See Remarks, Stall, Titled, Underground",Asphalt Shingle,M-2,,,,,,,,,,,,,,,,,,,,
67,"$615,000","110 Bridlewood Drive SW, Calgary, AB, T2Y 3T2",2167.00,3+1,3+1,2 Storey,,1999,,"Vinyl Siding, Wood Frame",None,"Garden, Storage","Gas, Living Room, Mantle, Tile",2167.00 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,Forced Air,"Breakfast Bar, Built-in Features, Ceiling Fan(s), Central Vacuum, French Door, Granite Counters, Kitchen Island, Natural Woodwork, No Smoking Home, Open Floorplan, Pantry, Soaking Tub, Storage, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-1,4574.00 Square Feet,,,,,,,,,,,,,,,,,,,
68,"$649,900","110 Royal Elm Road NW, Calgary, AB, T3G 5V6",1790.00,3+1,3+1,2 Storey,,2005,,"Brick, Vinyl Siding",Central Air,Private Entrance,Gas,1790.00 Square Feet,"Carpet, Vinyl",Poured Concrete,Forced Air,"Kitchen Island, Pantry, See Remarks, Separate Entrance, Storage, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-C1N,4036.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
69,"$546,200","110 Somervale Green SW, Calgary, AB, T2Y 3K1",1472.00,3+1,2+1,2 Storey,,1997,,"Vinyl Siding, Wood Frame",Central Air,Garden,"Gas, Living Room",1472.00 Square Feet,"Carpet, Ceramic Tile, Laminate, Linoleum",Poured Concrete,"High Efficiency, Fireplace(s), Forced Air, Humidity Control, Natural Gas","Ceiling Fan(s), No Smoking Home, Pantry, Separate Entrance, Tankless Hot Water, Track Lighting",Two,"Concrete Driveway, Double Garage Attached, Garage Door Opener, Garage Faces Front",Asphalt Shingle,R-C1N,4230.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
70,"$252,000","1104-240 Skyview Ranch Road NE, Calgary, AB, T3N 0P4",846.76,2+0,2+0,Low-Rise(1-4),"Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",2015,$495 Monthly,"Stone, Vinyl Siding, Wood Frame",None,None,,846.76 Square Feet,"Carpet, Cork",,"Baseboard, Natural Gas","Breakfast Bar, Granite Counters, Open Floorplan",Single Level Unit,Stall,,M-2,,,,,,,,,,,,,,,,,,,,
71,"$299,900","1104-3830 Brentwood Road NW, Calgary, AB, T2L 2J9",583.90,2+0,1+0,High-Rise (5+),"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Residential Manager, Snow Removal, Water",2014,$457 Monthly,Concrete,Central Air,Playground,,583.90 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,"Fan Coil, Natural Gas","No Animal Home, No Smoking Home, Open Floorplan",Multi Level Unit,"Parkade, Stall, Underground",Rubber,DC,,,,,Yes,,,,,,,,,,,,,,,
72,"$1,398,000","1104 Beverley Boulevard SW, Calgary, AB, T2V 2C5",2501.00,4+0,2+1,2 Storey,,1961,,Wood Frame,None,"Private Entrance, Private Yard",Wood Burning,2501.00 Square Feet,Carpet,Poured Concrete,Forced Air,No Smoking Home,Two,Double Garage Attached,Asphalt Shingle,R-C1L,11345.00 Square Feet,,,,,,,,,,,,,,,,,,,
73,"$319,900","1107-1514 11 Street SW, Calgary, AB, T2R 1G9",1112.70,2+0,2+1,2 Storey,"Gas, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",1999,$710 Monthly,"Stucco, Wood Frame",None,"Courtyard, Private Entrance","Gas, Living Room",1112.70 Square Feet,"Carpet, Laminate, Tile",Poured Concrete,"Forced Air, Natural Gas","Kitchen Island, Stone Counters, Storage",Two,"Assigned, Parkade, Underground",Asphalt Shingle,CC-MHX,,,,,,,,,,,,,,,,,,,,
74,"$289,999","1107-60 Panatella Street NW, Calgary, AB, T3K 0M1",836.72,2+0,2+0,Apartment,"Amenities of HOA/Condo, Common Area Maintenance, Electricity, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Trash, Water",2008,$473 Monthly,"Vinyl Siding, Wood Frame",None,None,,836.72 Square Feet,Tile,,"Baseboard, Natural Gas",,Single Level Unit,"Heated Garage, Stall, Titled, Underground",Asphalt,DC (pre 1P2007),,,,,,,,,,,,,,,,,,,,
75,"$299,900","1108-13104 Elbow Drive SW, Calgary, AB, T2J 5E8",1015.00,3+0,1+0,2 Storey,"Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal",1975,$378 Monthly,,None,None,"Electric, Living Room",1015.00 Square Feet,"Carpet, Ceramic Tile, Laminate, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Double Vanity, Laminate Counters",Two,"Assigned, Stall",Asphalt Shingle,M-C1 d100,,,,,,,,,,,,,,,,,,,,
76,"$229,900","1108-333 Taravista Drive NE, Calgary, AB, T3J 0H3",919.70,2+0,2+0,Low-Rise(1-4),"Amenities of HOA/Condo, Common Area Maintenance, Electricity, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2008,$607 Monthly,Vinyl Siding,None,None,,919.70 Square Feet,"Carpet, Linoleum",,Baseboard,"Kitchen Island, No Animal Home, No Smoking Home",Single Level Unit,Underground,,M-2 d86,,,,,,,,,,,,,,,,,,,,
77,"$309,000","1108-450 Sage Valley Drive NW, Calgary, AB, T3R 0V5",836.60,2+0,2+0,Low-Rise(1-4),"Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2015,$460 Monthly,"Brick, Composite Siding, Stone, Wood Frame",None,None,,836.60 Square Feet,"Carpet, Laminate",Poured Concrete,Baseboard,"Breakfast Bar, Elevator, No Smoking Home, Open Floorplan",Single Level Unit,"Stall, Titled",Asphalt Shingle,M-1 d100,,,,,,,,,,,,,,,,,,,,
78,"$209,900","111-2000 Applevillage Court SE, Calgary, AB, T2A 7Z2",747.00,2+0,2+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water",2004,$466 Monthly,"Vinyl Siding, Wood Frame",None,None,,747.00 Square Feet,Laminate,,Baseboard,Open Floorplan,Single Level Unit,Underground,,DC (pre 1P2007),,,,,,,,,,,,,,,,,,,,
79,"$345,000","111 25 Avenue Close NW, Calgary, AB, T2M 2A4",613.40,1+0,1+0,Bungalow,,1912,,Wood Frame,None,None,,613.40 Square Feet,"Carpet, Linoleum",Poured Concrete,"Forced Air, Natural Gas",See Remarks,One,"Alley Access, Off Street",Asphalt Shingle,R-C2,3003.00 Square Feet,Other,Public,Public Sewer,,,,,,,,,,,,,,,,
80,"$429,900","1112 Falconridge Drive NE, Calgary, AB, T3J 1A2",1182.60,3+3,3+0,4 Level Split,,1982,,"Vinyl Siding, Wood Frame",None,Other,,1182.60 Square Feet,"Carpet, Hardwood, Linoleum",Wood,Forced Air,Separate Entrance,4 Level Split,Double Garage Detached,Asphalt,R-C2,4843.00 Square Feet,,,,,,,,,,,,,,,,,,,
81,"$968,800","1114 22 Avenue NW, Calgary, AB, T2M 1P7",1795.87,3+1,3+1,"2 Storey, Side by Side",,2022,,"Brick, Composite Siding, Concrete, Stucco, Wood Frame",Rough-In,None,"Gas, Living Room",1795.87 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"In Floor Roughed-In, Forced Air, Natural Gas","Built-in Features, Closet Organizers, Double Vanity, High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Pantry, Recessed Lighting, Skylight(s), Soaking Tub, Stone Counters, Storage, Sump Pump(s), Tray Ceiling(s), Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar, Wired for Data, Wired for Sound",Two,Double Garage Detached,Asphalt Shingle,R-C2,2985.00 Square Feet,,,,,,,,,,,,,,,,,,,
82,"$229,900","112-108 Country Village Circle NE, Calgary, AB, T3K 0E3",778.90,1+0,1+0,Low-Rise(1-4),"Amenities of HOA/Condo, Common Area Maintenance, Gas, Heat, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water",2007,$470 Monthly,"Stone, Vinyl Siding, Wood Frame",None,None,,778.90 Square Feet,"Ceramic Tile, Laminate",,"Baseboard, Hot Water","Open Floorplan, Smart Home",Single Level Unit,"Parkade, Underground",Asphalt Shingle,DC (pre 1P2007),,,,,,,,,,,,,,,,,,,,
83,"$1,860,000","1124 Bellevue Avenue SE, Calgary, AB, T2G 4L1",3871.98,3+1,3+1,2 Storey,,2023,,Wood Frame,None,"Lighting, Private Entrance, Private Yard",Gas,3871.98 Square Feet,"Hardwood, Tile",Poured Concrete,Forced Air,"Bar, Bookcases, Built-in Features, Double Vanity, High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, See Remarks, Separate Entrance, Stone Counters, Walk-In Closet(s)",Two,Double Garage Attached,Shingle,R-C2,4617.00 Square Feet,,,,,,,,,,,,,,,,,,,
84,"$1,099,000","1125 Panorama Hills Landing NW, Calgary, AB, T3K 5P2",2420.12,3+1,3+1,2 Storey,,2002,,"Stone, Stucco",Central Air,Playground,"Family Room, Gas, Mantle, Master Bedroom, Stone, Three-Sided",2420.12 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Boiler, In Floor, Forced Air, Hot Water, Natural Gas","Bookcases, Built-in Features, Central Vacuum, Granite Counters, High Ceilings, No Animal Home, No Smoking Home, Separate Entrance, Vaulted Ceiling(s), Wired for Sound",Two,"Double Garage Attached, Driveway, Insulated",Asphalt Shingle,R-1,5048.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
85,"$234,900","113-20 Mahogany Mews SE, Calgary, AB, T3M 2W8",609.65,2+0,1+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Parking, Reserve Fund Contributions, Snow Removal, Water",2018,$301 Monthly,"Vinyl Siding, Wood Frame, Wood Siding",None,Other,,609.65 Square Feet,"Carpet, Ceramic Tile, Granite, Hardwood",,Baseboard,"High Ceilings, No Animal Home, No Smoking Home",Single Level Unit,"Assigned, Stall",,M-H2,,,,,,,,,,,,,,,,,,,,
86,"$2,050","113-4160 Norford Avenue NW, Calgary, AB, T3B 6A8",602.00,1+0,1+0,,,2023,,,,,,602.00 Square Feet,,,Baseboard,"Breakfast Bar, Kitchen Island, No Smoking Home, Recessed Lighting, Separate Entrance, Smart Home, Wired for Data",,"Assigned, Parkade",Asphalt/Gravel,,,Cable Available,,,,,,,,,,,,,,,,,,
87,"$399,000","113-838 19 Avenue SW, Calgary, AB, T2T 6H2",1102.00,2+0,2+0,Low-Rise(1-4),"Caretaker, Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal",2002,$626 Monthly,"Brick, Stucco, Wood Frame",Central Air,"Barbecue, Courtyard, Covered Courtyard",,1102.00 Square Feet,"Carpet, Laminate, Linoleum",,"Forced Air, Natural Gas",High Ceilings,Single Level Unit,"Parkade, Titled",Asphalt Shingle,M-C2,,,,,Yes,,,,,,,,,,,,,,,
88,"$799,999","1136 18 Avenue NW, Calgary, AB, T2M 0V9",1712.60,3+1,3+1,"2 Storey, Side by Side",,2012,,Stucco,None,None,"Brick Facing, Gas, Living Room",1712.60 Square Feet,"Carpet, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Built-in Features, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Pantry, Recessed Lighting, Skylight(s), Stone Counters, Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar",Two,"Alley Access, Double Garage Detached",Asphalt Shingle,R-C2,3003.00 Square Feet,,,,,,,,,,,,,,,,,,,
89,"$990,000","114 Masters Place SE, Calgary, AB, T3M 2L4",2713.00,6+0,3+1,2 Storey,,2016,,"Silent Floor Joists, Stone, Vinyl Siding",Central Air,"Playground, Rain Gutters","Gas, Great Room, Mantle, Stone",2713.00 Square Feet,"Carpet, Hardwood, Tile, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Bar, Chandelier, Closet Organizers, Double Vanity, Granite Counters, High Ceilings, Kitchen Island, Low Flow Plumbing Fixtures, No Animal Home, No Smoking Home, Open Floorplan, Pantry, Recessed Lighting, Wet Bar, Wired for Data, Wired for Sound",Two,"Double Garage Attached, Garage Faces Front, Heated Garage",Asphalt Shingle,R-1N,6619.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
90,"$219,500","115-70 Royal Oak Plaza NW, Calgary, AB, T3G 0C6",591.44,1+0,1+0,Apartment,"Common Area Maintenance, Heat, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2011,$353 Monthly,"Brick, Vinyl Siding, Wood Frame","None, Rough-In","Courtyard, Lighting",,591.44 Square Feet,"Carpet, Tile",,"Baseboard, Natural Gas","Breakfast Bar, Granite Counters, High Ceilings, Kitchen Island, No Smoking Home, Open Floorplan",Single Level Unit,Underground,,M-C2 d185,,,,,Yes,,,,,,,,,,,,,,,
